run,dimensions,sample_n,sampler,dh
12,5,1000,Hilbert curve 0.1,1.289664249789968
12,5,1000,Hilbert curve 0.3,1.2711226200714592
12,5,1000,Hilbert curve 0.5,1.4255039080210161
12,10,100,Latin Hypercube,5.052630777828652
12,10,100,Random walk,7.686342227205751
12,10,100,Hilbert curve 0.1,5.242270940933667
12,10,100,Hilbert curve 0.3,4.988746631107666
12,10,100,Hilbert curve 0.5,4.9275353447953565
12,10,316,Latin Hypercube,4.421493973872445
12,10,316,Random walk,8.13224004362381
12,10,316,Hilbert curve 0.1,4.540195560568345
12,10,316,Hilbert curve 0.3,4.336978330866064
